xi_d,s_bar,sigma_rel,f_max_kHz,set,model,n_obs,det_F,sigma_min,cond2,crlb_xi_mm,crlb_s_pp,labels,pool_ms,mass_coupling
0.95,0.01,0.0003,20.0,all_measurable,gaussian_radial,4,717690314.6741757,18.659088467554124,76.94629179387964,1.1335906364462736,0.16490870004644215,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.01,0.0003,20.0,freq_only,pocket,3,26210.945721693275,1.5442519074796095,67.88988181331561,13.696967023163557,2.0618884759613225,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.95,0.01,0.0003,20.0,freq_plus_splitting,pocket,6,120179.50554841183,1.8615298051488045,100.04035360939376,11.359678739198694,2.0004835919976314,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.95,0.01,0.001,20.0,default_m0_3,gaussian_radial,4,5813291.548860785,5.597726540266238,76.94629179387965,3.778635454820918,0.5496956668214746,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.01,0.001,20.0,d_optimal_4,gaussian_radial,4,5813291.548860785,5.597726540266238,76.94629179387965,3.778635454820918,0.5496956668214746,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.01,0.001,20.0,all_measurable,gaussian_radial,4,5813291.548860785,5.597726540266238,76.94629179387965,3.778635454820918,0.5496956668214746,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.01,0.001,20.0,freq_only,pocket,3,212.3086603457156,0.46327557224388277,67.88988181331563,45.656556743878525,6.872961586537742,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.95,0.01,0.001,20.0,freq_plus_splitting,pocket,6,973.4539949421397,0.5584589415446414,100.04035360939378,37.8655957973289,6.668278639992091,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.95,0.01,0.003,20.0,default_m0_3,gaussian_radial,4,71769.03146741714,1.8659088467554128,76.94629179387962,11.33590636446275,1.6490870004644234,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.01,0.003,20.0,d_optimal_4,gaussian_radial,4,71769.03146741714,1.8659088467554128,76.94629179387962,11.33590636446275,1.6490870004644234,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.01,0.003,20.0,all_measurable,gaussian_radial,4,71769.03146741714,1.8659088467554128,76.94629179387962,11.33590636446275,1.6490870004644234,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.01,0.003,20.0,freq_only,pocket,3,2.6210945721693295,0.15442519074796093,67.88988181331561,136.96967023163552,20.618884759613223,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.95,0.01,0.003,20.0,freq_plus_splitting,pocket,6,12.017950554841194,0.1861529805148805,100.04035360939375,113.59678739198688,20.004835919976305,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.95,0.05,0.0001,20.0,default_m0_3,gaussian_radial,4,2120551814396.342,294.34861840886305,16.80739632144741,0.07129532768192817,0.04798345957462409,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.05,0.0001,20.0,d_optimal_4,gaussian_radial,4,2120551814396.342,294.34861840886305,16.80739632144741,0.07129532768192817,0.04798345957462409,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.05,0.0001,20.0,all_measurable,gaussian_radial,4,2120551814396.342,294.34861840886305,16.80739632144741,0.07129532768192817,0.04798345957462409,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.05,0.0001,20.0,freq_only,pocket,3,81182830.7627075,24.691290290121035,14.778982147255812,0.8501053645831687,0.5807676731658586,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.95,0.05,0.0001,20.0,freq_plus_splitting,pocket,6,375302474.1299519,30.616873861107305,20.6665995244764,0.6816956334586187,0.5603575450492763,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.95,0.05,0.0003,20.0,default_m0_3,gaussian_radial,4,26179652029.58453,98.11620613628767,16.807396321447413,0.2138859830457845,0.14395037872387223,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.05,0.0003,20.0,d_optimal_4,gaussian_radial,4,26179652029.58453,98.11620613628767,16.807396321447413,0.2138859830457845,0.14395037872387223,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.05,0.0003,20.0,all_measurable,gaussian_radial,4,26179652029.58453,98.11620613628767,16.807396321447413,0.2138859830457845,0.14395037872387223,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.05,0.0003,20.0,freq_only,pocket,3,1002257.1699099696,8.230430096707014,14.778982147255807,2.550316093749507,1.7423030194975764,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.95,0.05,0.0003,20.0,freq_plus_splitting,pocket,6,4633363.87814759,10.205624620369104,20.666599524476396,2.045086900375852,1.6810726351478258,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.95,0.05,0.001,20.0,default_m0_3,gaussian_radial,4,212055181.43963477,29.43486184088629,16.807396321447424,0.7129532768192817,0.47983459574624077,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.05,0.001,20.0,d_optimal_4,gaussian_radial,4,212055181.43963477,29.43486184088629,16.807396321447424,0.7129532768192817,0.47983459574624077,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.05,0.001,20.0,all_measurable,gaussian_radial,4,212055181.43963477,29.43486184088629,16.807396321447424,0.7129532768192817,0.47983459574624077,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.05,0.001,20.0,freq_only,pocket,3,8118.283076270757,2.469129029012105,14.7789821472558,8.501053645831684,5.807676731658585,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.95,0.05,0.001,20.0,freq_plus_splitting,pocket,6,37530.24741299529,3.0616873861107314,20.666599524476393,6.816956334586186,5.6035754504927615,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.95,0.05,0.003,20.0,default_m0_3,gaussian_radial,4,2617965.2029584413,9.811620613628765,16.80739632144742,2.138859830457847,1.4395037872387235,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.05,0.003,20.0,d_optimal_4,gaussian_radial,4,2617965.2029584413,9.811620613628765,16.80739632144742,2.138859830457847,1.4395037872387235,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.05,0.003,20.0,all_measurable,gaussian_radial,4,2617965.2029584413,9.811620613628765,16.80739632144742,2.138859830457847,1.4395037872387235,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.95,0.05,0.003,20.0,freq_only,pocket,3,100.22571699099696,0.8230430096707015,14.778982147255801,25.50316093749506,17.423030194975762,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.95,0.05,0.003,20.0,freq_plus_splitting,pocket,6,463.3363878147561,1.0205624620369105,20.666599524476393,20.45086900375857,16.810726351478294,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.2,0.01,0.0001,25.6,default_m0_3,gaussian_radial,4,1243032264814.2434,78.11103064233697,182.73278127566272,0.2708049983031883,0.033990658378256024,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.2,0.01,0.0001,25.6,d_optimal_4,gaussian_radial,4,2254036516373.357,122.4615648951848,100.11078436835231,0.1727219004669905,0.024157903237923092,m0n0|m1n0|m3n0|m0n1,0|1|2|3,exact
0.2,0.01,0.0001,25.6,all_measurable,gaussian_radial,7,5309185724432.905,157.35337009217025,93.05974569843664,0.13442126409291213,0.019124466988214652,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.2,0.01,0.0001,25.6,freq_only,pocket,3,56430589.657186225,6.918301785707734,156.94890460112617,3.0564773191787395,0.5404718305042073,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.2,0.01,0.0001,25.6,freq_plus_splitting,pocket,6,1291362497.230066,27.893200545760948,46.18781166428707,0.7578408272851194,0.1788902682985531,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.2,0.01,0.0003,25.6,default_m0_3,gaussian_radial,4,15346077343.385538,26.03701021411232,182.73278127566272,0.8124149949095685,0.10197197513476851,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.2,0.01,0.0003,25.6,d_optimal_4,gaussian_radial,4,27827611313.25138,40.82052163172826,100.1107843683523,0.5181657014009711,0.07247370971376921,m0n0|m1n0|m3n0|m0n1,0|1|2|3,exact
0.2,0.01,0.0003,25.6,all_measurable,gaussian_radial,7,65545502770.77629,52.45112336405674,93.05974569843667,0.40326379227873754,0.05737340096464411,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.2,0.01,0.0003,25.6,freq_only,pocket,3,696673.9463850129,2.306100595235912,156.94890460112615,9.169431957536233,1.6214154915126244,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.2,0.01,0.0003,25.6,freq_plus_splitting,pocket,6,15942746.879383512,9.297733515253652,46.18781166428703,2.2735224818553577,0.536670804895659,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.2,0.01,0.001,25.6,default_m0_3,gaussian_radial,4,124303226.48142378,7.811103064233698,182.73278127566272,2.7080499830318834,0.3399065837825603,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.2,0.01,0.001,25.6,d_optimal_4,gaussian_radial,4,225403651.63733548,12.246156489518482,100.11078436835224,1.7272190046699059,0.24157903237923103,m0n0|m1n0|m3n0|m0n1,0|1|2|3,exact
0.2,0.01,0.001,25.6,all_measurable,gaussian_radial,7,530918572.44329196,15.735337009217021,93.05974569843669,1.3442126409291222,0.19124466988214667,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.2,0.01,0.001,25.6,freq_only,pocket,3,5643.058965718597,0.6918301785707738,156.9489046011261,30.564773191787467,5.404718305042086,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.2,0.01,0.001,25.6,freq_plus_splitting,pocket,6,129136.24972300604,2.7893200545760943,46.18781166428708,7.578408272851202,1.7889026829855326,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.2,0.01,0.003,25.6,default_m0_3,gaussian_radial,4,1534607.7343385578,2.6037010214112315,182.7327812756628,8.124149949095676,1.0197197513476841,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.2,0.01,0.003,25.6,d_optimal_4,gaussian_radial,4,2782761.131325136,4.082052163172826,100.11078436835227,5.181657014009709,0.7247370971376921,m0n0|m1n0|m3n0|m0n1,0|1|2|3,exact
0.2,0.01,0.003,25.6,all_measurable,gaussian_radial,7,6554550.277077647,5.245112336405674,93.05974569843669,4.032637922787373,0.573734009646441,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.2,0.01,0.003,25.6,freq_only,pocket,3,69.66739463850168,0.23061005952359123,156.94890460112606,91.69431957536213,16.214154915126212,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.2,0.01,0.003,25.6,freq_plus_splitting,pocket,6,1594.2746879383499,0.9297733515253651,46.187811664287025,22.735224818553593,5.366708048956595,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.2,0.05,0.0001,25.6,default_m0_3,gaussian_radial,4,30924502645755.72,386.6504490942981,37.19754894864494,0.05426828848356198,0.034111655366092106,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.2,0.05,0.0001,25.6,d_optimal_4,gaussian_radial,4,59950388374888.12,626.559198604405,19.722945736268834,0.03344627078798856,0.02353952593454662,m0n0|m1n0|m3n0|m0n1,0|1|2|3,exact
0.2,0.05,0.0001,25.6,all_measurable,gaussian_radial,7,144428023735623.7,814.5820613520748,18.11156799316882,0.025720841286644373,0.018470056599647813,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.2,0.05,0.0001,25.6,freq_only,pocket,3,1400896018.5885372,33.94283546584656,32.48678338217005,0.613022530499372,0.542974723471548,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.2,0.05,0.0001,25.6,freq_plus_splitting,pocket,6,32295684713.170353,136.27706049975433,9.676687894000418,0.1514326165958703,0.1790238033413353,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.2,0.05,0.0003,25.6,default_m0_3,gaussian_radial,4,381783983280.933,128.88348303143266,37.19754894864496,0.16280486545068615,0.10233496609827646,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.2,0.05,0.0003,25.6,d_optimal_4,gaussian_radial,4,740128251541.8276,208.85306620146824,19.722945736268848,0.10033881236396561,0.0706185778036398,m0n0|m1n0|m3n0|m0n1,0|1|2|3,exact
0.2,0.05,0.0003,25.6,all_measurable,gaussian_radial,7,1783062021427.457,271.5273537840249,18.111567993168823,0.07716252385993308,0.05541016979894343,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.2,0.05,0.0003,25.6,freq_only,pocket,3,17295012.57516704,11.31427848861552,32.48678338217006,1.83906759149812,1.6289241704146478,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.2,0.05,0.0003,25.6,freq_plus_splitting,pocket,6,398712156.95272136,45.42568683325146,9.676687894000413,0.4542978497876106,0.5370714100240056,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.2,0.05,0.001,25.6,default_m0_3,gaussian_radial,4,3092450264.57558,38.665044909429795,37.19754894864496,0.5426828848356183,0.3411165536609202,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.2,0.05,0.001,25.6,d_optimal_4,gaussian_radial,4,5995038837.488785,62.6559198604405,19.722945736268834,0.3344627078798859,0.23539525934546635,m0n0|m1n0|m3n0|m0n1,0|1|2|3,exact
0.2,0.05,0.001,25.6,all_measurable,gaussian_radial,7,14442802373.562408,81.45820613520746,18.111567993168826,0.25720841286644375,0.18470056599647816,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.2,0.05,0.001,25.6,freq_only,pocket,3,140089.60185885557,3.394283546584654,32.486783382170074,6.13022530499368,5.429747234715444,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.2,0.05,0.001,25.6,freq_plus_splitting,pocket,6,3229568.471317044,13.627706049975433,9.676687894000414,1.5143261659587017,1.7902380334133519,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.2,0.05,0.003,25.6,default_m0_3,gaussian_radial,4,38178398.32809367,12.888348303143264,37.197548948644965,1.628048654506856,1.0233496609827613,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.2,0.05,0.003,25.6,d_optimal_4,gaussian_radial,4,74012825.15418297,20.88530662014683,19.72294573626884,1.0033881236396556,0.7061857780363976,m0n0|m1n0|m3n0|m0n1,0|1|2|3,exact
0.2,0.05,0.003,25.6,all_measurable,gaussian_radial,7,178306202.14274493,27.152735378402486,18.11156799316883,0.7716252385993314,0.5541016979894345,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.2,0.05,0.003,25.6,freq_only,pocket,3,1729.5012575167334,1.1314278488615526,32.486783382170024,18.39067591498105,16.28924170414634,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.2,0.05,0.003,25.6,freq_plus_splitting,pocket,6,39871.2156952721,4.542568683325145,9.676687894000413,4.5429784978761045,5.370714100240056,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.5,0.01,0.0001,25.6,default_m0_3,gaussian_radial,4,598289760354.6068,149.34545083338557,34.67941705300962,0.14158413549337115,0.03178821331815358,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.5,0.01,0.0001,25.6,d_optimal_4,gaussian_radial,4,3672212558376.1846,238.7574338915722,33.61631469253498,0.08862299323244385,0.012853312914248679,m0n0|m1n0|m0n1|m1n1,0|1|2|3,exact
0.5,0.01,0.0001,25.6,all_measurable,gaussian_radial,7,7998026618763.841,293.39218621927785,32.85446019272776,0.07212150708554638,0.01043408017877733,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.5,0.01,0.0001,25.6,freq_only,pocket,3,21037040.090852372,11.087863672741555,37.307535606624874,1.9073496215015935,0.383858319528069,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.5,0.01,0.0001,25.6,freq_plus_splitting,pocket,6,100142646.58299752,20.5375438245901,23.72534443474602,1.030134393989859,0.22386970782041216,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.5,0.01,0.0003,25.6,default_m0_3,gaussian_radial,4,7386293337.711185,49.78181694446186,34.67941705300963,0.4247524064801134,0.09536463995446075,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.5,0.01,0.0003,25.6,d_optimal_4,gaussian_radial,4,45335957510.8172,79.58581129719072,33.616314692534985,0.2658689796973315,0.038559938742746026,m0n0|m1n0|m0n1|m1n1,0|1|2|3,exact
0.5,0.01,0.0003,25.6,all_measurable,gaussian_radial,7,98741069367.45435,97.79739540642595,32.85446019272776,0.21636452125663913,0.03130224053633199,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.5,0.01,0.0003,25.6,freq_only,pocket,3,259716.54433151137,3.695954557580519,37.307535606624874,5.722048864504779,1.1515749585842068,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.5,0.01,0.0003,25.6,freq_plus_splitting,pocket,6,1236328.9701604617,6.845847941530034,23.725344434746013,3.090403181969578,0.6716091234612365,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.5,0.01,0.001,25.6,default_m0_3,gaussian_radial,4,59828976.03546062,14.934545083338561,34.67941705300961,1.4158413549337117,0.3178821331815358,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.5,0.01,0.001,25.6,d_optimal_4,gaussian_radial,4,367221255.8376181,23.87574338915722,33.61631469253497,0.8862299323244384,0.12853312914248677,m0n0|m1n0|m0n1|m1n1,0|1|2|3,exact
0.5,0.01,0.001,25.6,all_measurable,gaussian_radial,7,799802661.8763806,29.33921862192778,32.85446019272775,0.7212150708554638,0.10434080178777329,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.5,0.01,0.001,25.6,freq_only,pocket,3,2103.7040090852392,1.1087863672741558,37.30753560662487,19.073496215015936,3.8385831952806906,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.5,0.01,0.001,25.6,freq_plus_splitting,pocket,6,10014.264658299742,2.05375438245901,23.72534443474602,10.301343939898592,2.2386970782041216,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.5,0.01,0.003,25.6,default_m0_3,gaussian_radial,4,738629.3337711178,4.978181694446188,34.6794170530096,4.2475240648011345,0.9536463995446076,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.5,0.01,0.003,25.6,d_optimal_4,gaussian_radial,4,4533595.7510816995,7.958581129719073,33.61631469253497,2.6586897969733156,0.3855993874274603,m0n0|m1n0|m0n1|m1n1,0|1|2|3,exact
0.5,0.01,0.003,25.6,all_measurable,gaussian_radial,7,9874106.936745461,9.779739540642595,32.85446019272775,2.1636452125663914,0.3130224053633199,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.5,0.01,0.003,25.6,freq_only,pocket,3,25.971654433151112,0.36959545575805186,37.307535606624874,57.22048864504781,11.515749585842071,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.5,0.01,0.003,25.6,freq_plus_splitting,pocket,6,123.63289701604627,0.6845847941530033,23.725344434746017,30.904031819695778,6.7160912346123665,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.5,0.05,0.0001,25.6,default_m0_3,gaussian_radial,4,14646322325135.365,743.1589365132332,6.929483813338229,0.0279286231242597,0.03260188344244102,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.5,0.05,0.0001,25.6,d_optimal_4,gaussian_radial,4,85340037546446.62,1210.3142569036963,6.306379715010345,0.01746922934911221,0.013507351564011531,m0n0|m1n0|m0n1|m1n1,0|1|2|3,exact
0.5,0.05,0.0001,25.6,all_measurable,gaussian_radial,7,187990516252023.72,1489.6689555942853,6.178576606739237,0.014202812500013467,0.010913908950384165,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.5,0.05,0.0001,25.6,freq_only,pocket,3,511280728.3086816,55.550630616807844,7.3274307830936865,0.375147904332825,0.39713713675047146,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.5,0.05,0.0001,25.6,freq_plus_splitting,pocket,6,2595660456.504261,105.56647652594448,4.571638564696678,0.1996131471818831,0.2243740944980877,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.5,0.05,0.0003,25.6,default_m0_3,gaussian_radial,4,180818794137.47278,247.71964550441118,6.929483813338225,0.08378586937277908,0.09780565032732308,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.5,0.05,0.0003,25.6,d_optimal_4,gaussian_radial,4,1053580710449.957,403.4380856345654,6.306379715010347,0.05240768804733662,0.04052205469203459,m0n0|m1n0|m0n1|m1n1,0|1|2|3,exact
0.5,0.05,0.0003,25.6,all_measurable,gaussian_radial,7,2320870571012.6436,496.5563185314285,6.178576606739238,0.042608437500040404,0.03274172685115249,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.5,0.05,0.0003,25.6,freq_only,pocket,3,6312107.756897307,18.51687687226929,7.327430783093682,1.1254437129984751,1.1914114102514144,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.5,0.05,0.0003,25.6,freq_plus_splitting,pocket,6,32045190.821040217,35.18882550864816,4.571638564696679,0.5988394415456494,0.6731222834942633,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.5,0.05,0.001,25.6,default_m0_3,gaussian_radial,4,1464632232.51353,74.31589365132334,6.9294838133382255,0.27928623124259694,0.3260188344244102,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.5,0.05,0.001,25.6,d_optimal_4,gaussian_radial,4,8534003754.644655,121.03142569036959,6.306379715010347,0.17469229349112209,0.13507351564011533,m0n0|m1n0|m0n1|m1n1,0|1|2|3,exact
0.5,0.05,0.001,25.6,all_measurable,gaussian_radial,7,18799051625.202423,148.96689555942848,6.17857660673924,0.14202812500013468,0.10913908950384164,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.5,0.05,0.001,25.6,freq_only,pocket,3,51128.072830868296,5.5550630616807855,7.327430783093685,3.7514790433282488,3.9713713675047133,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.5,0.05,0.001,25.6,freq_plus_splitting,pocket,6,259566.0456504254,10.556647652594448,4.57163856469668,1.9961314718188314,2.2437409449808774,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.5,0.05,0.003,25.6,default_m0_3,gaussian_radial,4,18081879.413747326,24.771964550441112,6.929483813338226,0.8378586937277914,0.978056503273231,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.5,0.05,0.003,25.6,d_optimal_4,gaussian_radial,4,105358071.0449956,40.34380856345654,6.306379715010346,0.5240768804733662,0.405220546920346,m0n0|m1n0|m0n1|m1n1,0|1|2|3,exact
0.5,0.05,0.003,25.6,all_measurable,gaussian_radial,7,232087057.10126498,49.655631853142836,6.178576606739238,0.426084375000404,0.3274172685115249,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.5,0.05,0.003,25.6,freq_only,pocket,3,631.2107756897301,1.851687687226928,7.327430783093686,11.254437129984753,11.914114102514144,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.5,0.05,0.003,25.6,freq_plus_splitting,pocket,6,3204.519082104019,3.518882550864816,4.571638564696679,5.9883944154564945,6.731222834942632,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.8,0.01,0.0001,25.6,default_m0_3,gaussian_radial,4,452946217069.37427,185.97299692590576,19.459135356185527,0.11369804936197171,0.034347080874874904,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.8,0.01,0.0001,25.6,d_optimal_4,gaussian_radial,4,2346569028247.859,344.86310973603383,12.880217211818549,0.0613292351633672,0.024181948386525397,m0n0|m1n0|m1n1|m2n1,0|1|2|3,exact
0.8,0.01,0.0001,25.6,all_measurable,gaussian_radial,7,4351678535767.8,415.8634386760269,12.062211032660388,0.050856580073285355,0.021339520445597043,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.8,0.01,0.0001,25.6,freq_only,pocket,3,25277225.698694263,17.964495557524963,15.578823235944682,1.1766508352511886,0.4384656226489635,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.8,0.01,0.0001,25.6,freq_plus_splitting,pocket,6,130792548.78558068,19.215975349698358,30.97181351351845,1.100674808714712,0.22900088468640242,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.8,0.01,0.0003,25.6,default_m0_3,gaussian_radial,4,5591928605.794737,61.99099897530192,19.45913535618553,0.3410941480859152,0.10304124262462472,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.8,0.01,0.0003,25.6,d_optimal_4,gaussian_radial,4,28969988003.059845,114.95436991201127,12.880217211818549,0.18398770549010157,0.07254584515957618,m0n0|m1n0|m1n1|m2n1,0|1|2|3,exact
0.8,0.01,0.0003,25.6,all_measurable,gaussian_radial,7,53724426367.50382,138.62114622534233,12.06221103266038,0.15256974021985603,0.06401856133679112,m0n0|m1n0|m2n0|m3n0|m0n1|m1n1|m2n1,0|1|2|3,exact
0.8,0.01,0.0003,25.6,freq_only,pocket,3,312064.5147986953,5.988165185841655,15.578823235944679,3.5299525057535646,1.31539686794689,eta_m1|eta_m2|eta_m3,0|1|2|3,exact
0.8,0.01,0.0003,25.6,freq_plus_splitting,pocket,6,1614722.8245133397,6.40532511656612,30.971813513518455,3.3020244261441363,0.6870026540592072,eta_m1|eta_m2|eta_m3|dEta_m1|dEta_m2|dEta_m3,0|1|2|3,exact
0.8,0.01,0.001,25.6,default_m0_3,gaussian_radial,4,45294621.70693739,18.59729969259057,19.459135356185538,1.1369804936197172,0.34347080874874897,m0n0|m1n0|m2n0|m3n0,0|1|2|3,exact
0.8,0.01,0.001,25.6,d_optimal_4,gaussian_radial,4,234656902.82478485,34.48631097360337,12.880217211818552,0.613292351633672,0.24181948386525395,m0n0|m1n0|m1n1|m2n1,0|1|2|3,exact
